timestamp,event,x,y,button,pressed,dx,dy
2024-05-28 20:18:22.476791,move,166,1422,,,,
2024-05-28 20:18:22.485136,move,165,1422,,,,
2024-05-28 20:18:22.492812,move,164,1422,,,,
2024-05-28 20:18:22.509241,move,163,1422,,,,
2024-05-28 20:18:22.525747,move,161,1422,,,,
2024-05-28 20:18:22.532551,move,160,1422,,,,
2024-05-28 20:18:22.548154,move,159,1422,,,,
2024-05-28 20:18:22.555823,move,158,1422,,,,
2024-05-28 20:18:22.572470,move,157,1422,,,,
2024-05-28 20:18:22.580086,move,156,1423,,,,
2024-05-28 20:18:22.596157,move,155,1423,,,,
2024-05-28 20:18:22.603929,move,152,1424,,,,
2024-05-28 20:18:22.619277,move,151,1424,,,,
2024-05-28 20:18:22.635142,move,151,1425,,,,
2024-05-28 20:18:22.642534,move,150,1425,,,,
2024-05-28 20:18:22.658756,move,149,1425,,,,
2024-05-28 20:18:22.667466,move,148,1425,,,,
2024-05-28 20:18:22.690251,move,146,1426,,,,
2024-05-28 20:18:22.714230,move,145,1426,,,,
2024-05-28 20:18:22.730055,move,144,1426,,,,
2024-05-28 20:18:22.738521,move,143,1426,,,,
2024-05-28 20:18:22.760932,move,142,1426,,,,
2024-05-28 20:18:22.793818,move,141,1426,,,,
2024-05-28 20:18:22.816407,move,140,1426,,,,
2024-05-28 20:18:22.840486,move,140,1427,,,,
2024-05-28 20:18:22.910947,move,139,1427,,,,
2024-05-28 20:18:22.935079,move,137,1429,,,,
2024-05-28 20:18:22.951132,move,136,1429,,,,
2024-05-28 20:18:22.958657,move,135,1429,,,,
2024-05-28 20:18:22.981875,move,134,1429,,,,
2024-05-28 20:18:23.006423,move,133,1429,,,,
2024-05-28 20:18:23.029253,move,132,1429,,,,
2024-05-28 20:18:23.053717,move,131,1428,,,,
2024-05-28 20:18:23.077526,move,131,1427,,,,
2024-05-28 20:18:23.099950,move,129,1426,,,,
2024-05-28 20:18:23.115879,move,129,1425,,,,
2024-05-28 20:18:23.131813,move,129,1424,,,,
2024-05-28 20:18:23.156465,move,129,1423,,,,
2024-05-28 20:18:23.179007,move,129,1422,,,,
2024-05-28 20:18:23.187230,move,129,1420,,,,
2024-05-28 20:18:23.203341,move,129,1419,,,,
2024-05-28 20:18:23.227443,move,129,1418,,,,
2024-05-28 20:18:23.235066,move,129,1417,,,,
2024-05-28 20:18:23.250333,move,129,1416,,,,
2024-05-28 20:18:23.274550,move,129,1415,,,,
2024-05-28 20:18:23.298163,move,129,1414,,,,
2024-05-28 20:18:23.345529,move,129,1413,,,,
2024-05-28 20:18:23.369206,move,129,1411,,,,
2024-05-28 20:18:23.416446,move,129,1410,,,,
2024-05-28 20:18:23.471025,click,129,1410,Button.left,True,,
2024-05-28 20:18:23.574585,click,129,1410,Button.left,False,,
2024-05-28 20:18:24.018462,click,129,1410,Button.left,True,,
2024-05-28 20:18:24.118238,click,129,1410,Button.left,False,,
2024-05-28 20:18:24.213741,move,129,1409,,,,
2024-05-28 20:18:24.221300,move,129,1407,,,,
2024-05-28 20:18:24.228971,move,130,1402,,,,
2024-05-28 20:18:24.235880,move,130,1398,,,,
2024-05-28 20:18:24.243896,move,131,1394,,,,
2024-05-28 20:18:24.252018,move,131,1389,,,,
